"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"patientReligion","Extension","Extension","","","",0,*,"","","","null {[]} {[]}
","Patient Religion","The Religion (registered in Austria) of a Patient","","","","","","","","","",,,,,"",,,,"Extension",0,*,"ele-1
",""
"austrian-medication-request","MedicationRequest.contained","MedicationRequest.contained","","inline resources
anonymous resourcescontained resources","",0,*,"","","","Resource {[]} {[]}
","Contained, inline Resources","These resources do not have an independent existence apart from the resource that contains them - they cannot be identified independently, and nor can they have their own independent transaction scope.","This should never be done when the content can be identified properly, as once identification is lost, it is extremely difficult (and context dependent) to restore it again. Contained resources may have profiles and tags In their meta elements, but SHALL NOT have security labels.","","","","","","","","",,,,,"",,,,"DomainResource.contained",0,*,"",""
"austrian-medication-request","MedicationRequest.extension","MedicationRequest.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the resource. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"austrian-medication-request","MedicationRequest.modifierExtension","MedicationRequest.modifierExtension","","extensions
user content","",0,*,"","Y","","Extension {[]} {[]}
","Extensions that cannot be ignored","May be used to represent additional information that is not part of the basic definition of the resource and that modifies the understanding of the element that contains it and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"DomainResource.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"austrian-medication-request","MedicationRequest.identifier","MedicationRequest.identifier","","","",0,*,"","","","Identifier {[]} {[]}
","External ids for this request","Identifiers associated with this medication request that are defined by business processes and/or used to refer to it when a direct URL reference to the resource itself is not appropriate. They are business identifiers assigned to this resource by the performer or other systems and remain constant as the resource is updated and propagates from server to server.","This is a business identifier, not a resource identifier.","","","","","","","","",,,,,"",,,,"MedicationRequest.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.status","MedicationRequest.status","","","",1,1,"","Y","Y","code {[]} {[]}
","active | on-hold | cancelled | completed | entered-in-error | stopped | draft | unknown","A code specifying the current state of the order.  Generally, this will be active or completed state.","This element is labeled as a modifier because the status contains codes that mark the resource as not currently valid.","","","","","","","","",,"required","A coded concept specifying the state of the prescribing event. Describes the lifecycle of the prescription.","http://hl7.org/fhir/ValueSet/medicationrequest-status|4.0.1","",,,,"MedicationRequest.status",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.statusReason","MedicationRequest.statusReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Reason for current status","Captures the reason for the current state of the MedicationRequest.","This is generally only used for ""exception"" statuses such as ""suspended"" or ""cancelled"". The reason why the MedicationRequest was created at all is captured in reasonCode, not here.","","","","","","","","",,"example","Identifies the reasons for a given status.","http://hl7.org/fhir/ValueSet/medicationrequest-status-reason","",,,,"MedicationRequest.statusReason",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.intent","MedicationRequest.intent","","","",1,1,"","Y","Y","code {[]} {[]}
","proposal | plan | order | original-order | reflex-order | filler-order | instance-order | option","Whether the request is a proposal, plan, or an original order.","It is expected that the type of requester will be restricted for different stages of a MedicationRequest.  For example, Proposals can be created by a patient, relatedPerson, Practitioner or Device.  Plans can be created by Practitioners, Patients, RelatedPersons and Devices.  Original orders can be created by a Practitioner only.An instance-order is an instantiation of a request or order and may be used to populate Medication Administration Record.This element is labeled as a modifier because the intent alters when and how the resource is actually applicable.","","","","","","","","",,"required","The kind of medication order.","http://hl7.org/fhir/ValueSet/medicationrequest-intent|4.0.1","",,,,"MedicationRequest.intent",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.category","MedicationRequest.category","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Type of medication usage","Indicates the type of medication request (for example, where the medication is expected to be consumed or administered (i.e. inpatient or outpatient)).","The category can be used to include where the medication is expected to be consumed or other types of requests.","","","","","","","","",,"example","A coded concept identifying the category of medication request.  For example, where the medication is to be consumed or administered, or the type of medication treatment.","http://hl7.org/fhir/ValueSet/medicationrequest-category","",,,,"MedicationRequest.category",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.priority","MedicationRequest.priority","","","",0,1,"","","Y","code {[]} {[]}
","routine | urgent | asap | stat","Indicates how quickly the Medication Request should be addressed with respect to other requests.","","","","","","","","","",,"required","Identifies the level of importance to be assigned to actioning the request.","http://hl7.org/fhir/ValueSet/request-priority|4.0.1","",,,,"MedicationRequest.priority",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.doNotPerform","MedicationRequest.doNotPerform","","","",0,1,"","Y","Y","boolean {[]} {[]}
","True if request is prohibiting action","If true indicates that the provider is asking for the medication request not to occur.","If do not perform is not specified, the request is a positive request e.g. ""do perform"".","","","","","","","","",,,,,"",,,,"MedicationRequest.doNotPerform",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.reported[x]","MedicationRequest.reported[x]","","","",0,1,"","","Y","boolean {[]} {[]}
Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}","Reported rather than primary record","Indicates if this record was captured as a secondary 'reported' record rather than as an original primary source-of-truth record.  It may also indicate the source of the report.","","","","","","","","","",,,,,"",,,,"MedicationRequest.reported[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.medication[x]","MedicationRequest.medication[x]","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Medication]]}","Medication to be taken","Identifies the medication being requested. This is a link to a resource that represents the medication which may be the details of the medication or simply an attribute carrying a code that identifies the medication from a known list of medications.","If only a code is specified, then it needs to be a code for a specific product. If more information is required, then the use of the Medication resource is recommended.  For example, if you require form or lot number or if the medication is compounded or extemporaneously prepared, then you must reference the Medication resource.","","","","","","","","",,"example","A coded concept identifying substance or product that can be ordered.","http://hl7.org/fhir/ValueSet/medication-codes","","type:$this}
","",,"open","MedicationRequest.medication[x]",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.medication[x]:medicationReference","MedicationRequest.medication[x]","medicationReference","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://fhir.hl7.at/eMedication-at/StructureDefinition/austrian-medication]]}
","Medication to be taken","Identifies the medication being requested. This is a link to a resource that represents the medication which may be the details of the medication or simply an attribute carrying a code that identifies the medication from a known list of medications.","If only a code is specified, then it needs to be a code for a specific product. If more information is required, then the use of the Medication resource is recommended.  For example, if you require form or lot number or if the medication is compounded or extemporaneously prepared, then you must reference the Medication resource.","","","","","","","","",,,,,"",,,,"MedicationRequest.medication[x]",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.subject","MedicationRequest.subject","","","",1,1,"","","Y","Reference {[]} {[CanonicalType[http://fhir.hl7.at/eMedication-at/StructureDefinition/austrian-patient]]}
","Who or group medication request is for","A link to a resource representing the person or set of individuals to whom the medication will be given.","The subject on a medication request is mandatory.  For the secondary use case where the actual subject is not provided, there still must be an anonymized subject specified.","","","","","","","","",,,,,"",,,,"MedicationRequest.subject",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.encounter","MedicationRequest.encounter","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Encounter]]}
","Encounter created as part of encounter/admission/stay","The Encounter during which this [x] was created or to which the creation of this record is tightly associated.","This will typically be the encounter the event occurred within, but some activities may be initiated prior to or after the official completion of an encounter but still be tied to the context of the encounter.""    If there is a need to link to episodes of care they will be handled with an extension.","","","","","","","","",,,,,"",,,,"MedicationRequest.encounter",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.supportingInformation","MedicationRequest.supportingInformation","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","Information to support ordering of the medication","Include additional information (for example, patient height and weight) that supports the ordering of the medication.","","","","","","","","","",,,,,"",,,,"MedicationRequest.supportingInformation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.authoredOn","MedicationRequest.authoredOn","","","",0,1,"","","Y","dateTime {[]} {[]}
","When request was initially authored","The date (and perhaps time) when the prescription was initially written or authored on.","","","","","","","","","",,,,,"",,,,"MedicationRequest.authoredOn",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.requester","MedicationRequest.requester","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization], CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device]]}
","Who/What requested the Request","The individual, organization, or device that initiated the request and has responsibility for its activation.","","","","","","","","","",,,,,"",,,,"MedicationRequest.requester",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.performer","MedicationRequest.performer","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization], CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson], CanonicalType[http://hl7.org/fhir/StructureDefinition/CareTeam]]}
","Intended performer of administration","The specified desired performer of the medication treatment (e.g. the performer of the medication administration).","","","","","","","","","",,,,,"",,,,"MedicationRequest.performer",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.performerType","MedicationRequest.performerType","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Desired kind of performer of the medication administration","Indicates the type of performer of the administration of the medication.","If specified without indicating a performer, this indicates that the performer must be of the specified type. If specified with a performer then it indicates the requirements of the performer if the designated performer is not available.","","","","","","","","",,"example","Identifies the type of individual that is desired to administer the medication.","http://hl7.org/fhir/ValueSet/performer-role","",,,,"MedicationRequest.performerType",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.recorder","MedicationRequest.recorder","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole]]}
","Person who entered the request","The person who entered the order on behalf of another individual for example in the case of a verbal or a telephone order.","","","","","","","","","",,,,,"",,,,"MedicationRequest.recorder",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.reasonCode","MedicationRequest.reasonCode","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Reason or indication for ordering or not ordering the medication","The reason or the indication for ordering or not ordering the medication.","This could be a diagnosis code. If a full condition record exists or additional detail is needed, use reasonReference.","","","","","","","","",,"example","A coded concept indicating why the medication was ordered.","http://hl7.org/fhir/ValueSet/condition-code","",,,,"MedicationRequest.reasonCode",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.reasonReference","MedicationRequest.reasonReference","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Condition], CanonicalType[http://hl7.org/fhir/StructureDefinition/Observation]]}
","Condition or observation that supports why the prescription is being written","Condition or observation that supports why the medication was ordered.","This is a reference to a condition or observation that is the reason for the medication order.  If only a code exists, use reasonCode.","","","","","","","","",,,,,"",,,,"MedicationRequest.reasonReference",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.instantiatesCanonical","MedicationRequest.instantiatesCanonical","","","",0,*,"","","Y","canonical {[]} {[]}
","Instantiates FHIR protocol or definition","The URL pointing to a protocol, guideline, orderset, or other definition that is adhered to in whole or in part by this MedicationRequest.","","","","","","","","","",,,,,"",,,,"MedicationRequest.instantiatesCanonical",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.instantiatesUri","MedicationRequest.instantiatesUri","","","",0,*,"","","Y","uri {[]} {[]}
","Instantiates external protocol or definition","The URL pointing to an externally maintained protocol, guideline, orderset or other definition that is adhered to in whole or in part by this MedicationRequest.","","","","","","","","","",,,,,"",,,,"MedicationRequest.instantiatesUri",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.basedOn","MedicationRequest.basedOn","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/CarePlan], CanonicalType[http://hl7.org/fhir/StructureDefinition/MedicationRequest], CanonicalType[http://hl7.org/fhir/StructureDefinition/ServiceRequest], CanonicalType[http://hl7.org/fhir/StructureDefinition/ImmunizationRecommendation]]}
","What request fulfills","A plan or request that is fulfilled in whole or in part by this medication request.","","","","","","","","","",,,,,"",,,,"MedicationRequest.basedOn",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.groupIdentifier","MedicationRequest.groupIdentifier","","","",0,1,"","","Y","Identifier {[]} {[]}
","Composite request this is part of","A shared identifier common to all requests that were authorized more or less simultaneously by a single author, representing the identifier of the requisition or prescription.","","Requests are linked either by a ""basedOn"" relationship (i.e. one request is fulfilling another) or by having a common requisition. Requests that are part of the same requisition are generally treated independently from the perspective of changing their state or maintaining them after initial creation.","","","","","","","",,,,,"",,,,"MedicationRequest.groupIdentifier",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.courseOfTherapyType","MedicationRequest.courseOfTherapyType","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Overall pattern of medication administration","The description of the overall patte3rn of the administration of the medication to the patient.","This attribute should not be confused with the protocol of the medication.","","","","","","","","",,"example","Identifies the overall pattern of medication administratio.","http://hl7.org/fhir/ValueSet/medicationrequest-course-of-therapy","",,,,"MedicationRequest.courseOfTherapyType",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.insurance","MedicationRequest.insurance","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Coverage], CanonicalType[http://hl7.org/fhir/StructureDefinition/ClaimResponse]]}
","Associated insurance coverage","Insurance plans, coverage extensions, pre-authorizations and/or pre-determinations that may be required for delivering the requested service.","","","","","","","","","",,,,,"",,,,"MedicationRequest.insurance",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.note","MedicationRequest.note","","","",0,*,"","","","Annotation {[]} {[]}
","Information about the prescription","Extra information about the prescription that could not be conveyed by the other attributes.","","","","","","","","","",,,,,"",,,,"MedicationRequest.note",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.dosageInstruction","MedicationRequest.dosageInstruction","","","",0,*,"","","","Dosage {[]} {[]}
","How the medication should be taken","Indicates how the medication is to be used by the patient.","There are examples where a medication request may include the option of an oral dose or an Intravenous or Intramuscular dose.  For example, ""Ondansetron 8mg orally or IV twice a day as needed for nausea"" or ""Compazine® (prochlorperazine) 5-10mg PO or 25mg PR bid prn nausea or vomiting"".  In these cases, two medication requests would be created that could be grouped together.  The decision on which dose and route of administration to use is based on the patient's condition at the time the dose is needed.","","","","","","","","",,,,,"",,,,"MedicationRequest.dosageInstruction",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.dispenseRequest","MedicationRequest.dispenseRequest","","","",0,1,"","","","BackboneElement {[]} {[]}
","Medication supply authorization","Indicates the specific details for the dispense or medication supply part of a medication request (also known as a Medication Prescription or Medication Order).  Note that this information is not always sent with the order.  There may be in some settings (e.g. hospitals) institutional or system support for completing the dispense details in the pharmacy department.","","","","","","","","","",,,,,"",,,,"MedicationRequest.dispenseRequest",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.dispenseRequest.id","MedicationRequest.dispenseRequest.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"austrian-medication-request","MedicationRequest.dispenseRequest.extension","MedicationRequest.dispenseRequest.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"austrian-medication-request","MedicationRequest.dispenseRequest.modifierExtension","MedicationRequest.dispenseRequest.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"austrian-medication-request","MedicationRequest.dispenseRequest.initialFill","MedicationRequest.dispenseRequest.initialFill","","","",0,1,"","","","BackboneElement {[]} {[]}
","First fill details","Indicates the quantity or duration for the first dispense of the medication.","If populating this element, either the quantity or the duration must be included.","","","","","","","","",,,,,"",,,,"MedicationRequest.dispenseRequest.initialFill",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.dispenseRequest.initialFill.id","MedicationRequest.dispenseRequest.initialFill.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"austrian-medication-request","MedicationRequest.dispenseRequest.initialFill.extension","MedicationRequest.dispenseRequest.initialFill.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"austrian-medication-request","MedicationRequest.dispenseRequest.initialFill.modifierExtension","MedicationRequest.dispenseRequest.initialFill.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"austrian-medication-request","MedicationRequest.dispenseRequest.initialFill.quantity","MedicationRequest.dispenseRequest.initialFill.quantity","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","First fill quantity","The amount or quantity to provide as part of the first dispense.","","","","","","","","","",,,,,"",,,,"MedicationRequest.dispenseRequest.initialFill.quantity",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.dispenseRequest.initialFill.duration","MedicationRequest.dispenseRequest.initialFill.duration","","","",0,1,"","","","Duration {[]} {[]}
","First fill duration","The length of time that the first dispense is expected to last.","","","","","","","","","",,,,,"",,,,"MedicationRequest.dispenseRequest.initialFill.duration",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.dispenseRequest.dispenseInterval","MedicationRequest.dispenseRequest.dispenseInterval","","","",0,1,"","","","Duration {[]} {[]}
","Minimum period of time between dispenses","The minimum period of time that must occur between dispenses of the medication.","","","","","","","","","",,,,,"",,,,"MedicationRequest.dispenseRequest.dispenseInterval",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.dispenseRequest.validityPeriod","MedicationRequest.dispenseRequest.validityPeriod","","","",0,1,"","","","Period {[]} {[]}
","Time period supply is authorized for","This indicates the validity period of a prescription (stale dating the Prescription).","It reflects the prescribers' perspective for the validity of the prescription. Dispenses must not be made against the prescription outside of this period. The lower-bound of the Dispensing Window signifies the earliest date that the prescription can be filled for the first time. If an upper-bound is not specified then the Prescription is open-ended or will default to a stale-date based on regulations.","Indicates when the Prescription becomes valid, and when it ceases to be a dispensable Prescription.","","","","","","","",,,,,"",,,,"MedicationRequest.dispenseRequest.validityPeriod",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.dispenseRequest.numberOfRepeatsAllowed","MedicationRequest.dispenseRequest.numberOfRepeatsAllowed","","","",0,1,"","","","unsignedInt {[]} {[]}
","Number of refills authorized","An integer indicating the number of times, in addition to the original dispense, (aka refills or repeats) that the patient can receive the prescribed medication. Usage Notes: This integer does not include the original order dispense. This means that if an order indicates dispense 30 tablets plus ""3 repeats"", then the order can be dispensed a total of 4 times and the patient can receive a total of 120 tablets.  A prescriber may explicitly say that zero refills are permitted after the initial dispense.","If displaying ""number of authorized fills"", add 1 to this number.","","","","","","","","",,,,,"",,,,"MedicationRequest.dispenseRequest.numberOfRepeatsAllowed",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"austrian-medication-request","MedicationRequest.dispenseRequest.quantity","MedicationRequest.dispenseRequest.quantity","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Amount of medication to supply per dispense","The amount that is to be dispensed for one fill.","","","","","","","","","",,,,,"",,,,"MedicationRequest.dispenseRequest.quantity",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
